fecha,ipc_bmv
06/12/2020,19.9083
07/12/2020,19.9083
08/12/2020,19.7838
09/12/2020,19.8213
10/12/2020,19.7537
11/12/2020,19.8368
12/12/2020,19.9572
13/12/2020,19.9572
14/12/2020,19.9572
15/12/2020,20.1075
16/12/2020,20.1778
17/12/2020,20.1113
18/12/2020,19.9513
19/12/2020,19.8173
20/12/2020,19.8173
21/12/2020,19.8173
22/12/2020,19.9487
23/12/2020,20.0905
24/12/2020,20.0562
25/12/2020,20.1175
26/12/2020,20.1175
27/12/2020,20.1175
28/12/2020,20.1175
29/12/2020,19.8517
30/12/2020,20.0477
31/12/2020,19.9487
01/01/2021,19.9352
02/01/2021,19.9352
03/01/2021,19.9352
04/01/2021,19.9352
05/01/2021,19.9087
06/01/2021,19.8457
07/01/2021,19.9437
08/01/2021,19.725
09/01/2021,19.91
10/01/2021,19.91
11/01/2021,19.91
12/01/2021,19.9705
13/01/2021,20.113
14/01/2021,19.9373
15/01/2021,19.7935
16/01/2021,19.7793
17/01/2021,19.7793
18/01/2021,19.7793
19/01/2021,19.7875
20/01/2021,19.757
21/01/2021,19.6788
22/01/2021,19.5793
23/01/2021,19.7393
24/01/2021,19.7393
25/01/2021,19.7393
26/01/2021,19.9833
27/01/2021,20.1598
28/01/2021,20.0152
29/01/2021,20.2168
30/01/2021,20.2697
31/01/2021,20.2697
01/02/2021,20.2697
02/02/2021,20.2697
03/02/2021,20.2248
04/02/2021,20.1722
05/02/2021,20.1953
06/02/2021,20.4435
07/02/2021,20.4435
08/02/2021,20.4435
09/02/2021,20.1388
10/02/2021,20.1227
11/02/2021,20.0913
12/02/2021,20.0588
13/02/2021,19.9535
14/02/2021,19.9535
15/02/2021,19.9535
16/02/2021,19.9622
17/02/2021,19.9518
18/02/2021,20.2023
19/02/2021,20.2257
20/02/2021,20.4165
21/02/2021,20.4165
22/02/2021,20.4165
23/02/2021,20.4222
24/02/2021,20.6783
25/02/2021,20.5833
26/02/2021,20.4752
27/02/2021,20.8523
28/02/2021,20.8523
01/03/2021,20.8523
02/03/2021,20.939
03/03/2021,20.6123
04/03/2021,20.6903
05/03/2021,20.8957
06/03/2021,20.8498
07/03/2021,20.8498
08/03/2021,20.8498
09/03/2021,21.2635
10/03/2021,21.4177
11/03/2021,21.2575
12/03/2021,20.9853
13/03/2021,20.7133
14/03/2021,20.7133
15/03/2021,20.7133
16/03/2021,20.7133
17/03/2021,20.7637
18/03/2021,20.5753
19/03/2021,20.6828
20/03/2021,20.4415
21/03/2021,20.4415
22/03/2021,20.4415
23/03/2021,20.4823
24/03/2021,20.5788
25/03/2021,20.6408
26/03/2021,20.7882
27/03/2021,20.7662
28/03/2021,20.7662
29/03/2021,20.7662
30/03/2021,20.5677
31/03/2021,20.6047
01/04/2021,20.6025
02/04/2021,20.6025
03/04/2021,20.6025
04/04/2021,20.6025
05/04/2021,20.6025
06/04/2021,20.44
07/04/2021,20.2483
08/04/2021,20.1612
09/04/2021,20.1765
10/04/2021,20.089
11/04/2021,20.089
12/04/2021,20.089
13/04/2021,20.163
14/04/2021,20.095
15/04/2021,20.0735
16/04/2021,20.0583
17/04/2021,19.927
18/04/2021,19.927
19/04/2021,19.927
20/04/2021,19.9158
21/04/2021,19.8145
22/04/2021,19.8877
23/04/2021,19.874
24/04/2021,19.8865
25/04/2021,19.8865
26/04/2021,19.8865
27/04/2021,19.8695
28/04/2021,19.8362
29/04/2021,19.9785
30/04/2021,19.9712
01/05/2021,20.0978
02/05/2021,20.0978
03/05/2021,20.0978
04/05/2021,20.1822
05/05/2021,20.1902
06/05/2021,20.2235
07/05/2021,20.2077
08/05/2021,20.1838
09/05/2021,20.1838
10/05/2021,20.1838
11/05/2021,19.9223
12/05/2021,19.886
13/05/2021,19.8848
14/05/2021,20.094
15/05/2021,20.0495
16/05/2021,20.0495
17/05/2021,20.0495
18/05/2021,19.8487
19/05/2021,19.8028
20/05/2021,19.8313
21/05/2021,19.8143
22/05/2021,19.881
23/05/2021,19.881
24/05/2021,19.881
25/05/2021,19.951
26/05/2021,19.872
27/05/2021,19.8903
28/05/2021,19.8783
29/05/2021,19.9487
30/05/2021,19.9487
31/05/2021,19.9487
01/06/2021,19.9442
02/06/2021,19.9213
03/06/2021,19.8927
04/06/2021,19.9277
05/06/2021,20.0605
06/06/2021,20.0605
07/06/2021,20.0605
08/06/2021,19.9328
09/06/2021,19.797
10/06/2021,19.7728
11/06/2021,19.6897
12/06/2021,19.7002
13/06/2021,19.7002
14/06/2021,19.7002
15/06/2021,19.8823
16/06/2021,19.9065
17/06/2021,20.1235
18/06/2021,20.0588
19/06/2021,20.4292
20/06/2021,20.4292
21/06/2021,20.4292
22/06/2021,20.7002
23/06/2021,20.6
24/06/2021,20.5712
25/06/2021,20.2505
26/06/2021,20.0483
27/06/2021,20.0483
28/06/2021,20.0483
29/06/2021,19.793
30/06/2021,19.8027
01/07/2021,19.8157
02/07/2021,19.9062
03/07/2021,20.0368
04/07/2021,20.0368
05/07/2021,20.0368
06/07/2021,19.8817
07/07/2021,19.8532
08/07/2021,19.9658
09/07/2021,19.9915
10/07/2021,20.007
11/07/2021,20.007
12/07/2021,20.007
13/07/2021,19.88
14/07/2021,19.8577
15/07/2021,19.9988
16/07/2021,19.8992
17/07/2021,19.9412
18/07/2021,19.9412
19/07/2021,19.9412
20/07/2021,19.8537
21/07/2021,20.0
22/07/2021,20.1348
23/07/2021,20.1907
24/07/2021,20.1812
25/07/2021,20.1812
26/07/2021,20.1812
27/07/2021,20.0238
28/07/2021,20.0245
29/07/2021,19.977
30/07/2021,19.9535
31/07/2021,19.8448
01/08/2021,19.8448
02/08/2021,19.8448
03/08/2021,19.8455
04/08/2021,19.852
05/08/2021,19.892
06/08/2021,19.9547
07/08/2021,19.9293
08/08/2021,19.9293
09/08/2021,19.9293
10/08/2021,20.0037
11/08/2021,20.0648
12/08/2021,20.1038
13/08/2021,19.953
14/08/2021,19.8907
15/08/2021,19.8907
16/08/2021,19.8907
17/08/2021,19.8603
18/08/2021,19.8863
19/08/2021,19.9912
20/08/2021,20.0107
21/08/2021,20.1175
22/08/2021,20.1175
23/08/2021,20.1175
24/08/2021,20.402
25/08/2021,20.3907
26/08/2021,20.2967
27/08/2021,20.2933
28/08/2021,20.3522
29/08/2021,20.3522
30/08/2021,20.3522
31/08/2021,20.2293
01/09/2021,20.1403
02/09/2021,20.0605
03/09/2021,19.9615
04/09/2021,19.9703
05/09/2021,19.9703
06/09/2021,19.9703
07/09/2021,19.8992
08/09/2021,19.8878
09/09/2021,19.944
10/09/2021,19.9383
11/09/2021,19.9318
12/09/2021,19.9318
13/09/2021,19.9318
14/09/2021,19.8717
15/09/2021,19.8677
16/09/2021,19.9035
17/09/2021,19.9035
18/09/2021,19.9003
19/09/2021,19.9003
20/09/2021,19.9003
21/09/2021,19.9853
22/09/2021,20.1735
23/09/2021,20.1438
24/09/2021,20.0328
25/09/2021,20.028
26/09/2021,20.028
27/09/2021,20.028
28/09/2021,20.1118
29/09/2021,20.1052
30/09/2021,20.306
01/10/2021,20.4977
02/10/2021,20.5623
03/10/2021,20.5623
04/10/2021,20.5623
05/10/2021,20.5103
06/10/2021,20.5747
07/10/2021,20.5818
08/10/2021,20.6947
09/10/2021,20.604
10/10/2021,20.604
11/10/2021,20.604
12/10/2021,20.7293
13/10/2021,20.8017
14/10/2021,20.7767
15/10/2021,20.6827
16/10/2021,20.6075
17/10/2021,20.6075
18/10/2021,20.6075
19/10/2021,20.4672
20/10/2021,20.3587
21/10/2021,20.2647
22/10/2021,20.185
23/10/2021,20.2643
24/10/2021,20.2643
25/10/2021,20.2643
26/10/2021,20.1837
27/10/2021,20.1897
28/10/2021,20.1888
29/10/2021,20.193
30/10/2021,20.3255
31/10/2021,20.3255
01/11/2021,20.3255
02/11/2021,20.5297
03/11/2021,20.5297
04/11/2021,20.8598
05/11/2021,20.8352
06/11/2021,20.6242
07/11/2021,20.6242
08/11/2021,20.6242
09/11/2021,20.3925
10/11/2021,20.3265
11/11/2021,20.2833
12/11/2021,20.4702
13/11/2021,20.4652
14/11/2021,20.4652
15/11/2021,20.4652
16/11/2021,20.4652
17/11/2021,20.5072
18/11/2021,20.8092
19/11/2021,20.6912
20/11/2021,20.7628
21/11/2021,20.7628
22/11/2021,20.7628
23/11/2021,20.8283
24/11/2021,20.9632
25/11/2021,21.2107
26/11/2021,21.4357
27/11/2021,21.5462
28/11/2021,21.5462
29/11/2021,21.5462
30/11/2021,21.8185
01/12/2021,21.7333
02/12/2021,21.4453
03/12/2021,21.271
04/12/2021,21.3033
05/12/2021,21.3033
06/12/2021,21.3033
07/12/2021,21.4177
08/12/2021,21.2047
09/12/2021,21.0907
10/12/2021,20.933
11/12/2021,21.0328
12/12/2021,21.0328
13/12/2021,21.0328
14/12/2021,20.8922
15/12/2021,20.9383
16/12/2021,21.165
17/12/2021,21.2393
18/12/2021,20.9238
19/12/2021,20.9238
20/12/2021,20.9238
21/12/2021,20.7337
22/12/2021,20.7363
23/12/2021,20.7823
24/12/2021,20.7527
25/12/2021,20.6582
26/12/2021,20.6582
27/12/2021,20.6582
28/12/2021,20.6112
29/12/2021,20.6828
30/12/2021,20.577
31/12/2021,20.5835
01/01/2022,20.5157
02/01/2022,20.5157
03/01/2022,20.5157
04/01/2022,20.4672
05/01/2022,20.589
06/01/2022,20.4742
07/01/2022,20.3977
08/01/2022,20.4588
09/01/2022,20.4588
10/01/2022,20.4588
11/01/2022,20.4237
12/01/2022,20.4453
13/01/2022,20.3785
14/01/2022,20.366
15/01/2022,20.3607
16/01/2022,20.3607
17/01/2022,20.3607
18/01/2022,20.3118
19/01/2022,20.3002
20/01/2022,20.403
21/01/2022,20.46
22/01/2022,20.4507
23/01/2022,20.4507
24/01/2022,20.4507
25/01/2022,20.4598
26/01/2022,20.6308
27/01/2022,20.6683
28/01/2022,20.6415
29/01/2022,20.7383
30/01/2022,20.7383
31/01/2022,20.7383
01/02/2022,20.8597
02/02/2022,20.6352
03/02/2022,20.58
04/02/2022,20.6003
05/02/2022,20.5562
06/02/2022,20.5562
07/02/2022,20.5562
08/02/2022,20.5562
09/02/2022,20.7325
10/02/2022,20.6413
11/02/2022,20.5008
12/02/2022,20.4148
13/02/2022,20.4148
14/02/2022,20.4148
15/02/2022,20.4188
16/02/2022,20.411
17/02/2022,20.3992
18/02/2022,20.3335
19/02/2022,20.2978
20/02/2022,20.2978
21/02/2022,20.2978
22/02/2022,20.3063
23/02/2022,20.2825
24/02/2022,20.2977
25/02/2022,20.2435
26/02/2022,20.6525
27/02/2022,20.6525
28/02/2022,20.6525
01/03/2022,20.4465
02/03/2022,20.4257
03/03/2022,20.5272
04/03/2022,20.7193
05/03/2022,20.7033
06/03/2022,20.7033
07/03/2022,20.7033
08/03/2022,20.9262
09/03/2022,21.1947
10/03/2022,21.3775
11/03/2022,20.9677
12/03/2022,20.9743
13/03/2022,20.9743
14/03/2022,20.9743
15/03/2022,20.9695
16/03/2022,20.8908
17/03/2022,20.8743
18/03/2022,20.7035
19/03/2022,20.5585
20/03/2022,20.5585
21/03/2022,20.5585
22/03/2022,20.5585
23/03/2022,20.4145
24/03/2022,20.2782
25/03/2022,20.18
26/03/2022,20.1313
27/03/2022,20.1313
28/03/2022,20.1313
29/03/2022,19.9577
30/03/2022,20.1195
31/03/2022,19.9942
01/04/2022,19.8632
02/04/2022,19.9112
03/04/2022,19.9112
04/04/2022,19.9112
05/04/2022,19.8432
06/04/2022,19.7443
07/04/2022,19.9012
08/04/2022,20.0665
09/04/2022,20.1605
10/04/2022,20.1605
11/04/2022,20.1605
12/04/2022,20.12
13/04/2022,20.0093
14/04/2022,19.8407
15/04/2022,19.8407
16/04/2022,19.8407
17/04/2022,19.8407
18/04/2022,19.8407
19/04/2022,19.7967
20/04/2022,19.9377
21/04/2022,20.0447
22/04/2022,20.0383
23/04/2022,20.1802
24/04/2022,20.1802
25/04/2022,20.1802
26/04/2022,20.3183
27/04/2022,20.2992
28/04/2022,20.356
29/04/2022,20.4707
30/04/2022,20.567
01/05/2022,20.567
02/05/2022,20.567
03/05/2022,20.3728
04/05/2022,20.4075
05/05/2022,20.335
06/05/2022,20.2535
07/05/2022,20.2218
08/05/2022,20.2218
09/05/2022,20.2218
10/05/2022,20.1085
11/05/2022,20.3172
12/05/2022,20.372
13/05/2022,20.2592
14/05/2022,20.32
15/05/2022,20.32
16/05/2022,20.32
17/05/2022,20.1443
18/05/2022,20.0782
19/05/2022,19.9637
20/05/2022,19.9663
21/05/2022,19.9267
22/05/2022,19.9267
23/05/2022,19.9267
24/05/2022,19.8657
25/05/2022,19.8282
26/05/2022,19.887
27/05/2022,19.8377
28/05/2022,19.7933
29/05/2022,19.7933
30/05/2022,19.7933
31/05/2022,19.5965
01/06/2022,19.4953
02/06/2022,19.694
03/06/2022,19.7388
04/06/2022,19.5585
05/06/2022,19.5585
06/06/2022,19.5585
07/06/2022,19.5742
08/06/2022,19.5547
09/06/2022,19.5998
10/06/2022,19.59
11/06/2022,19.6128
12/06/2022,19.6128
13/06/2022,19.6128
14/06/2022,19.9297
15/06/2022,20.4527
16/06/2022,20.6583
17/06/2022,20.6675
18/06/2022,20.5728
19/06/2022,20.5728
20/06/2022,20.5728
21/06/2022,20.476
22/06/2022,20.2442
23/06/2022,20.1963
24/06/2022,20.0465
25/06/2022,20.0365
26/06/2022,20.0365
27/06/2022,20.0365
28/06/2022,19.8707
29/06/2022,19.8797
30/06/2022,19.9847
01/07/2022,20.1443
02/07/2022,20.1335
03/07/2022,20.1335
04/07/2022,20.1335
05/07/2022,20.3817
06/07/2022,20.2877
07/07/2022,20.5598
08/07/2022,20.7228
09/07/2022,20.6022
10/07/2022,20.6022
11/07/2022,20.6022
12/07/2022,20.4423
13/07/2022,20.7473
14/07/2022,20.7882
15/07/2022,20.7613
16/07/2022,20.9415
17/07/2022,20.9415
18/07/2022,20.9415
19/07/2022,20.611
20/07/2022,20.3957
21/07/2022,20.4407
22/07/2022,20.4913
23/07/2022,20.6562
24/07/2022,20.6562
25/07/2022,20.6562
26/07/2022,20.515
27/07/2022,20.4652
28/07/2022,20.433
29/07/2022,20.512
30/07/2022,20.3778
31/07/2022,20.3778
01/08/2022,20.3778
02/08/2022,20.3485
03/08/2022,20.2633
04/08/2022,20.5152
05/08/2022,20.6305
06/08/2022,20.3358
07/08/2022,20.3358
08/08/2022,20.3358
09/08/2022,20.401
10/08/2022,20.2789
11/08/2022,20.2715
12/08/2022,19.9562
13/08/2022,19.9595
14/08/2022,19.9595
15/08/2022,19.9595
16/08/2022,19.874
17/08/2022,19.8618
18/08/2022,19.9303
19/08/2022,20.0387
20/08/2022,20.0835
21/08/2022,20.0835
22/08/2022,20.0835
23/08/2022,20.1957
24/08/2022,20.1598
25/08/2022,19.9982
26/08/2022,19.9198
27/08/2022,19.9437
28/08/2022,19.9437
29/08/2022,19.9437
30/08/2022,19.9268
31/08/2022,19.9945
01/09/2022,20.1465
02/09/2022,20.0962
03/09/2022,20.2473
04/09/2022,20.2473
05/09/2022,20.2473
06/09/2022,19.9753
07/09/2022,19.962
08/09/2022,20.138
09/09/2022,20.0297
10/09/2022,20.0203
11/09/2022,20.0203
12/09/2022,20.0203
13/09/2022,19.9027
14/09/2022,19.7957
15/09/2022,20.055
16/09/2022,19.9768
17/09/2022,19.9768
18/09/2022,19.9768
19/09/2022,19.9768
20/09/2022,20.0525
21/09/2022,19.9943
22/09/2022,20.0
23/09/2022,20.0027
24/09/2022,19.9608
25/09/2022,19.9608
26/09/2022,19.9608
27/09/2022,20.1627
28/09/2022,20.3517
29/09/2022,20.357
30/09/2022,20.3058
01/10/2022,20.1927
02/10/2022,20.1927
03/10/2022,20.1927
04/10/2022,20.0925
05/10/2022,20.0008
06/10/2022,19.9698
07/10/2022,20.1267
08/10/2022,20.1087
09/10/2022,20.1087
10/10/2022,20.1087
11/10/2022,20.0502
12/10/2022,19.9752
13/10/2022,19.9652
14/10/2022,20.0352
15/10/2022,20.0398
16/10/2022,20.0398
17/10/2022,20.0398
18/10/2022,20.0838
19/10/2022,19.9913
20/10/2022,20.0207
21/10/2022,20.1272
22/10/2022,20.0448
23/10/2022,20.0448
24/10/2022,20.0448
25/10/2022,19.9647
26/10/2022,19.9535
27/10/2022,19.8712
28/10/2022,19.8553
29/10/2022,19.8365
30/10/2022,19.8365
31/10/2022,19.8365
01/11/2022,19.8303
02/11/2022,19.8245
03/11/2022,19.8245
04/11/2022,19.7463
05/11/2022,19.6673
06/11/2022,19.6673
07/11/2022,19.6673
08/11/2022,19.5202
09/11/2022,19.4647
10/11/2022,19.4775
11/11/2022,19.5887
12/11/2022,19.394
13/11/2022,19.394
14/11/2022,19.394
15/11/2022,19.5353
16/11/2022,19.4015
17/11/2022,19.3818
18/11/2022,19.3137
19/11/2022,19.4333
20/11/2022,19.4333
21/11/2022,19.4333
22/11/2022,19.4333
23/11/2022,19.493
24/11/2022,19.4667
25/11/2022,19.3683
26/11/2022,19.3692
27/11/2022,19.3692
28/11/2022,19.3692
29/11/2022,19.3393
30/11/2022,19.325
01/12/2022,19.216
02/12/2022,19.3965
03/12/2022,19.1433
04/12/2022,19.1433
05/12/2022,19.1433
06/12/2022,19.3422
07/12/2022,19.7567
08/12/2022,19.803
09/12/2022,19.6977
10/12/2022,19.6732
11/12/2022,19.6732
12/12/2022,19.6732
13/12/2022,19.6732
14/12/2022,19.8192
15/12/2022,19.6458
16/12/2022,19.6955
17/12/2022,19.7963
18/12/2022,19.7963
19/12/2022,19.7963
20/12/2022,19.7932
21/12/2022,19.7557
22/12/2022,19.7482
23/12/2022,19.6932
24/12/2022,19.574
25/12/2022,19.574
26/12/2022,19.574
27/12/2022,19.4287
28/12/2022,19.3983
29/12/2022,19.4407
30/12/2022,19.4143
31/12/2022,19.3615
01/01/2023,19.3615
02/01/2023,19.3615
03/01/2023,19.4715
04/01/2023,19.4883
05/01/2023,19.422
06/01/2023,19.3568
07/01/2023,19.3672
08/01/2023,19.3672
09/01/2023,19.3672
10/01/2023,19.1753
11/01/2023,19.1648
12/01/2023,19.1108
13/01/2023,19.026
14/01/2023,18.8735
15/01/2023,18.8735
16/01/2023,18.8735
17/01/2023,18.7922
18/01/2023,18.7913
19/01/2023,18.7493
20/01/2023,18.7493
21/01/2023,19.0327
22/01/2023,19.0327
23/01/2023,19.0327
24/01/2023,18.9257
25/01/2023,18.8267
26/01/2023,18.8318
27/01/2023,18.82
28/01/2023,18.8355
29/01/2023,18.8355
30/01/2023,18.8355
31/01/2023,18.7872
01/02/2023,18.7793
02/02/2023,18.7937
03/02/2023,18.739
04/02/2023,18.6232
05/02/2023,18.6232
06/02/2023,18.6232
07/02/2023,18.6232
08/02/2023,18.8895
09/02/2023,19.0517
10/02/2023,18.9435
11/02/2023,18.9543
12/02/2023,18.9543
13/02/2023,18.9543
14/02/2023,18.6893
15/02/2023,18.6327
16/02/2023,18.5383
17/02/2023,18.6428
18/02/2023,18.5497
19/02/2023,18.5497
20/02/2023,18.5497
21/02/2023,18.4142
22/02/2023,18.397
23/02/2023,18.3938
24/02/2023,18.3483
25/02/2023,18.4107
26/02/2023,18.4107
27/02/2023,18.4107
28/02/2023,18.4023
01/03/2023,18.4077
02/03/2023,18.3448
03/03/2023,18.17
04/03/2023,18.126
05/03/2023,18.126
06/03/2023,18.126
07/03/2023,18.0123
08/03/2023,18.0122
09/03/2023,18.1155
10/03/2023,17.9662
11/03/2023,18.0577
12/03/2023,18.0577
13/03/2023,18.0577
14/03/2023,18.4083
15/03/2023,18.8302
16/03/2023,18.6427
17/03/2023,18.9972
18/03/2023,18.9095
19/03/2023,18.9095
20/03/2023,18.9095
21/03/2023,18.9095
22/03/2023,18.8977
